,Unnamed: 0,Unnamed: 0.1,token_id,rule_name,rule_description,prior_feedback,bound_vars,prior_resp,prior_resp_bonan,posterior_feedback,bound_vars_post,post_resp,post_resp_bonan,bn_check
59,65,102,HMsR4,Iota,one is blue,"Red and blue cones, of any size, when placed together and touching will emit Iota radiation. This occurs even when another larger green cone is placed over the group.","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')), Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,Iota radiation is emitted as long as there is a blue cone of any size within a scene. ,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,0
60,66,103,HMsR4,Zeta,there is a red,Red cones of any size emit Zeta radiation regardless if they are touched by other colored cones and in any position.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,Red cones of any size emit Zeta radiation regardless if they are touched by other colored cones and in any position. Neither blue nor green cones alone or in groups emit Zeta radiation. Neither blue nor green cones can impede the radiation of a red cone's Zeta radiation even if the red cone is completely encapsulated by the other cones.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
61,67,105,uR94z,Upsilon,none are upright,There must be at least two reds touching and one of the smallest blue ones,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exactly(lambda x1: Z.exists(lambda x2: Z.exists(lambda x3: Z.and_operator(Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size')),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,3,'size'))),Z.hor_operator(x1,x2,'contact')),Z.and_operator(Z.equal(x3,1,'size'),Z.equal(x3,'blue','colour'))),X),X),2,X)",bonan's rule,THere must be at least two large reds touching and at least one of the smallest blues,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.exactly(lambda x1: Z.exists(lambda x2: Z.exists(lambda x3: Z.and_operator(Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size')),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,3,'size'))),Z.hor_operator(x1,x2,'contact')),Z.and_operator(Z.equal(x3,1,'size'),Z.equal(x3,'blue','colour'))),X),X),2,X)",bonan's rule,0
62,68,106,uR94z,Kappa,at least one is blue AND small,There must be at least one small blue and one small green,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),Z.and_operator(Z.equal(x2,1,'size'),Z.equal(x2,'green','colour'))),1,X),1,X)",bonan's rule,There must be at least one small blue and at least one green,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),Z.equal(x2,'green','colour')),1,X),1,X)",bonan's rule,0
63,69,107,uR94z,Omega,all are blue OR small,Exactly two greens and only one blue...no other colors allowed,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'blue','colour')),1,X),2,X)",bonan's rule,At least two small of any color with one of any color larger than those.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,2,'size'),Z.greater(x2,x1,'size')),X),2,X)",bonan's rule,0
64,70,108,uR94z,Iota,one is blue,There must be at least one of each color,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,There must be exactly one blue of any size,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,1
65,71,109,uR94z,Zeta,there is a red,There must not be any blues at all,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'blue','colour')),X)",bonan's rule,There must be at least one red.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
66,72,110,x0d4k,Omega,all are blue OR small,There must be at least one blue cone of any size.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There must be a least one blue cone present of any size.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
67,73,111,x0d4k,Kappa,at least one is blue AND small,There must be a least one small blue cone present.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,There must be a least one small blue cone present.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,1
68,74,112,x0d4k,Iota,one is blue,There must be only one medium size cone present.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,2,'size'),1,X)",bonan's rule,There must be only one blue cone of any size present.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
69,75,113,x0d4k,Upsilon,none are upright,There must be blue cones on their side.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),X)",bonan's rule,There can't be any cones pointing up.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
70,76,114,x0d4k,Zeta,there is a red,There must be a red cone present.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,There must be a red cone present.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
71,77,115,Ft3Te,Omega,all are blue OR small,There are 1 or 2 small green triangles and only small ones.,"[['x1'],['x1','x2']]","Z.forall(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x2,'green','colour'),Z.equal(x2,1,'size')), Z.equal(x1,1,'size')),X),X)",bonan's rule,There must be at least one small triangle and there cannot be a medium or large read triangle.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,1,'size'),Z.not_operator(Z.and_operator(Z.or_operator(Z.equal(x2,2,'size'),Z.equal(x2,3,'size')),Z.equal(x2,'red','colour')))),X),1,X)",bonan's rule,0
72,78,116,Ft3Te,Kappa,at least one is blue AND small,there are at least 2 blue triangles.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),2,X)",bonan's rule,There is at least one small blue triangle,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,0
73,79,117,Ft3Te,Iota,one is blue,There is at least one blue triangle,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There is 1 but only 1 blue triangle.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
74,80,118,Ft3Te,Upsilon,none are upright,There are 2 red triangles of the same size touching.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'red','colour')),Z.equal(x1,x2,'size')),Z.hor_operator(x1,x2,'contact')),2,X),X)",bonan's rule,There are 2 triangles of the same color touching on their outside lines.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,x2,'colour'),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,0
75,81,119,Ft3Te,Zeta,there is a red,There is at least 1 read triangle,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'red','colour'), 1, X)",bonan's rule,There is at least one red triangle.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1, 'red','colour'), 1, X)",bonan's rule,1
76,82,130,18SWe,Upsilon,none are upright,"There must be two big red. These two red must touch.
I'm not sure. I can't figure it out.","[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size')),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,3,'size'))), Z.hor_operator(x1,x2,'contact')),X),2,X)",bonan's rule,"two big red ones must touch.
there must be a small one laying done.","[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size')),Z.and_operator(Z.equal(x2,'red','colour'),Z.equal(x2,3,'size'))), Z.hor_operator(x1,x2,'contact')),X),2,X)",bonan's rule,1
77,83,131,18SWe,Kappa,at least one is blue AND small,there must be two purple and two green.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'blue','colour')),2,X),2,X)",bonan's rule,there must a small blue cone facing up.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
78,84,132,18SWe,Iota,one is blue,There must be one of each color.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,"There must be one of each color.
can't figure out the 5th sample though.","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,1
79,85,134,18SWe,Omega,all are blue OR small,there must be a big blue and a small green.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,1,'size')),Z.and_operator(Z.equal(x2,'blue','colour'),Z.equal(x2,3,'size'))),X),X)",bonan's rule,there must be a small green.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
80,86,140,VNO0H,Kappa,at least one is blue AND small,ITS DUE TO THE COMBINATION OF 2 BLUE AND 2 GREEN,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),2,X),2,X)",bonan's rule,2 BLUE AND 3 GREEN,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),3,X),2,X)",bonan's rule,1
81,87,142,VNO0H,Upsilon,none are upright,2 RED AND  1 BLUE ,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,2 RED AND 1 BLUE,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,1
82,88,143,VNO0H,Omega,all are blue OR small,2 GREEN AND 1 BLUE,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,2 GREEN AND 1 BLUE,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,0
83,89,144,VNO0H,Zeta,there is a red,2 RED AND 1 GREEN,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),2,X),1,X)",bonan's rule,2 RED AND 1 GREEN,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),2,X),1,X)",bonan's rule,0
84,90,145,Ppbut,Iota,one is blue,There must be at least one blue cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There is exactly one blue cone.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
85,91,146,Ppbut,Upsilon,none are upright,There are exactly two red cones on their sides,[['x1']],"Z.exactly(lambda x1: Z.and_operator(Z.equal(x1,'red','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),2,X)",bonan's rule,No cones can be standing straight up,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
86,92,147,Ppbut,Kappa,at least one is blue AND small,The smallest blue cone must be present,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,The smallest blue cone must be present,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),X)",bonan's rule,0
87,93,148,Ppbut,Omega,all are blue OR small,There is exactly one small cone,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,1,'size'),1,X)",bonan's rule,There must not be a medium green cone,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.and_operator(Z.equal(x1,'green','colour'),Z.equal(x1,2,'size'))),X)",bonan's rule,0
88,94,149,Ppbut,Zeta,there is a red,There must be at least one red cone,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,There must be at least one red cone,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,1
89,95,153,jpl7c,Zeta,there is a red,It has to have all 3 colors,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,The color combination works,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,0
90,96,155,xg523,Iota,one is blue,The must be exactly one blue triangle.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There is exactly one blue triangle.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,0
91,97,156,xg523,Kappa,at least one is blue AND small,There is more than 1 blue triangle.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),2,X)",bonan's rule,There is at least one small blue triangle.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,0
92,98,157,xg523,Omega,all are blue OR small,There is at least one blue triangle and no red triangles.,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x2,'red','colour'))),X),1,X)",bonan's rule,"There is a blue triangle and, if there are any non-blue triangles, a blue triangle is larger than any other color triangle.","[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.greater(x1,x2,'size')),X),1,X)",bonan's rule,0
93,99,158,xg523,Zeta,there is a red,There is at least one red triangle.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There is at least one red triangle.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
94,100,159,xg523,Upsilon,none are upright,There is a blue triangle and it is the smallest triangle.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.less(x1,x2,'size')),X),X)",bonan's rule,There is a blue triangle that is not upright.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.not_operator(Z.equal(x1,'upright','orientation'))),X)",bonan's rule,1
95,101,160,wa1xN,Iota,one is blue,"Iota waves are emitted when all three colors are present. Size, orientation and position are not a factor.","[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,All three colors must be present. There must be no more than 5 shapes.,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,0
96,102,161,wa1xN,Upsilon,none are upright,Shapes cannot point upwards. Color has no effect.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,Shapes must be tilted or oriented in a way that they are not pointing directly upwards.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')), X)",bonan's rule,0
97,103,162,wa1xN,Omega,all are blue OR small,There must be at least 2 small shapes.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,1,'size'),2,X)",bonan's rule,There must be at least 1 small shape.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,1,'size'),1,X)",bonan's rule,0
98,104,163,wa1xN,Kappa,at least one is blue AND small,There must be at least 2 blue triangles.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'blue','colour'),2,X)",bonan's rule,There must be at least 1 small blue triangle.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,0
99,105,164,wa1xN,Zeta,there is a red,There must be at least 1 small red triangle.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'red','colour')),1,X)",bonan's rule,There must be at least 1 red triangle.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
100,106,165,kJhBt,Upsilon,none are upright,Two same color with one leaning on the other.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,x2,'colour'),Z.hor_operator(x1,x2,'contact')),X),X)",bonan's rule,Two individual pieces leaning on one another.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.hor_operator(x1,x2,'contact'),X),X)",bonan's rule,0
101,108,167,kJhBt,Kappa,at least one is blue AND small,A small purple standing upright.,[['x1']],"Z.exists(lambda x1: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),Z.equal(x1,'upright','orientation')),X)",bonan's rule,A small purple of any size.,[['x1']],"Z.forall(lambda x1: Z.equal(x1,'blue','colour'),X)",bonan's rule,0
102,109,168,kJhBt,Zeta,there is a red,Any red emits zeta waves.,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,"Any red makes the scene emit zeta wave radiation. I only chose the scene with the two greens, without any reds, because I had to pick another scene to get the continue button but I know the scene without reds isn't correct.",[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,0
103,110,169,kJhBt,Iota,one is blue,A red and a purple in the scene together emit Iota waves.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'blue','colour')),X),X)",bonan's rule,A purple and a red combined or a purple and a green combined emit Iota waves.,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.or_operator(Z.equal(x1,'red','colour'),Z.equal(x1,'green','colour')),Z.equal(x2,'blue','colour')),X),X)",bonan's rule,0
104,111,170,z8sk7,Zeta,there is a red,There must be at least one red cone.,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,There must be at last one red cone,[['x1']],"Z.atleast(lambda x1: Z.equal(x1,'red','colour'),1,X)",bonan's rule,0
105,112,171,z8sk7,Upsilon,none are upright,There must be two large red cones and no large blue cones.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,3,'size'),Z.equal(x1,'red','colour')),Z.not_operator(Z.and_operator(Z.equal(x2,'blue','colour'),Z.equal(x2,3,'size')))),X),2,X)",bonan's rule,There must be exactly two red cones. There can not be a large blue cone.,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.forall(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,3,'size'),Z.equal(x1,'red','colour')),Z.not_operator(Z.and_operator(Z.equal(x2,'blue','colour'),Z.equal(x2,3,'size')))),X),2,X)",bonan's rule,0
106,113,172,z8sk7,Iota,one is blue,There must be exactly one blue cone.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,There must be exactly one blue cone.,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,1
107,114,173,z8sk7,Kappa,at least one is blue AND small,There must be at least one small blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,There must be at least one small blue cone.,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'blue','colour')),1,X)",bonan's rule,1
108,115,174,z8sk7,Omega,all are blue OR small,There must be no red cones.,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'red','colour')),X)",bonan's rule,There must be no medium red cones. There must be no large red cones. There must be no large green cones.,"[['x1'],['x1','x2']]","Z.forall(lambda x1: Z.forall(lambda x2: Z.not_operator(Z.and_operator(Z.or_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,2,'size')),Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,3,'size'))),Z.and_operator(Z.equal(x2,'green','colour'),Z.equal(x2,3,'size')))),X),X)",bonan's rule,1
109,117,178,Nc8xY,Kappa,at least one is blue AND small,There must be at least one cone of each size,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x2,2,'size')),Z.equal(x3,3,'size')),1,X),1,X),1,X)",bonan's rule,There must be one cone of each size,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x2,2,'size')),Z.equal(x3,3,'size')),1,X),1,X),1,X)",bonan's rule,0
110,118,179,Nc8xY,Omega,all are blue OR small,There must be two small cones and one big cone,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x2,2,'size')),X),2,X)",bonan's rule,There must be at least two small green triangles and only one blue triangle,"[['x1'],['x1','x2']]","Z.atleast(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,1,'size'),Z.equal(x1,'green','colour')),Z.equal(x2,'blue','colour')),1,X),2,X)",bonan's rule,1
111,119,185,3Tji4,Omega,all are blue OR small,There must be a purple triangle larger than a green triangle,"[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'green','colour')),Z.greater(x1,x2,'size')),X),X)",bonan's rule,"There must be a small green triangle, and a purple triangle","[['x1'],['x1','x2']]","Z.exists(lambda x1: Z.exists(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.and_operator(Z.equal(x2,1,'size'),Z.equal(x2,'green','colour'))),X),X)",bonan's rule,0
112,120,186,3Tji4,Upsilon,none are upright,"There has to be two red triangles and at least one purple triangle, all not pointing up","[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.atleast(lambda x2: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'blue','colour')),Z.and_operator(Z.not_operator(Z.equal(x1,'upright','orientation')),Z.not_operator(Z.equal(x2,'upright','orientation')))),1,X),2,X)",bonan's rule,All triangles must not be pointing upwards ,[['x1']],"Z.forall(lambda x1: Z.not_operator(Z.equal(x1,'upright','orientation')),X)",bonan's rule,0
113,121,187,3Tji4,Zeta,there is a red,Must include a red triangle,[['x1']],"Z.exists(lambda x1: Z.equal(x1,'red','colour'),X)",bonan's rule,Must include at least one small red triangle,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,1
114,122,188,3Tji4,Iota,one is blue,Must include only one purple triangle,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,Must include only one purple triangle,[['x1']],"Z.exactly(lambda x1: Z.equal(x1,'blue','colour'),1,X)",bonan's rule,1
115,123,189,3Tji4,Kappa,at least one is blue AND small,Should have at least one small purple triangle pointing upwards,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),Z.equal(x1,'upright','orientation')),1,X)",bonan's rule,Must include at least one small purple triangle,[['x1']],"Z.atleast(lambda x1: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x1,1,'size')),1,X)",bonan's rule,1
116,125,197,rnnj1,Zeta,there is a red,all have to be pointing up,[['x1']],"Z.forall(lambda x1: Z.equal(x1,'upright','orientation'),X)",bonan's rule,use all of the colors,"[['x1'],['x1','x2'],['x1','x2','x3']]","Z.atleast(lambda x1: Z.atleast(lambda x2: Z.atleast(lambda x3: Z.and_operator(Z.and_operator(Z.equal(x1,'red','colour'),Z.equal(x2,'green','colour')),Z.equal(x3,'blue','colour')),1,X),1,X),1,X)",bonan's rule,0
117,126,199,rnnj1,Upsilon,none are upright,two reds and the a blue,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,two reds and the a blue,"[['x1'],['x1','x2']]","Z.exactly(lambda x1: Z.exactly(lambda x2: Z.and_operator(Z.equal(x1,'blue','colour'),Z.equal(x2,'red','colour')),2,X),1,X)",bonan's rule,0
